FEATUREID	huc10	AreaSqKM	summer_prcp_mm	mean_jul_temp	forest	allonnet	devel_hi	agriculture	occ_current	occ_air_2	occ_air_4	occ_air_6
201486378	0110000503	4.1184	330.128	18.8153	36.2319	12.5	0	1.04895	0.16972	0.11199	0.07219	0.04581
201486383	0109000202	1.7541	282.2824	19.8433	4.84848	15.8543	0	1.07748	0.97196	0.88590	0.63492	0.28031
201486384	0109000202	5.445	281.6663	19.9059	3.0303	1.02479	0.247934	0.826446	0.98280	0.92769	0.74236	0.39285
201486385	0108020702	3.2985	331.232	17.2516	79.5812	11.296	0	0.0272851	0.68576	0.26836	0.05807	0.01026
201486386	0108020603	2.5254	336.628	16.4772	96.1471	8.80257	0	0	0.98759	0.90644	0.54122	0.12560
201486387	0108020603	7.5069	336.001	16.7929	91.1517	13.2838	0	0.0719338	0.97652	0.83896	0.39487	0.07556
201486388	0109000202	7.2009	281.8164	19.9249	4.29185	4.66192	0.187477	0.887389	0.97912	0.91294	0.70107	0.34409
201486389	0108020603	123.468	333.156	19.4106	82.1732	9.16559	0.0444649	2.18169	0.52968	0.13105	0.01980	0.00270
201486392	0109000407	1.8828	295.2972	19.9145	88.5376	17.543	0.191205	8.84321	0.27213	0.02649	0.00198	0.00014
201486393	0109000408	3.5064	295.0152	19.7209	98.4536	15.8368	0	0	0.37840	0.05723	0.00602	0.00060
201486394	0110000502	0.8586	303.4843	18.0368	81.8182	5.03145	0.838574	1.25786	0.97761	0.66617	0.08358	0.00415
201486395	0108020702	42.1524	336.401	18.9476	52.8224	24.7395	0	0.824152	0.32286	0.08870	0.01948	0.00404
201486396	0108020603	60.1767	314.096	19.5362	65.4544	6.6554	0.352961	17.4611	0.29723	0.05643	0.00838	0.00119
201486397	0108020501	0.9594	296.2311	20.2505	69.2308	8.25516	2.62664	0	0.21007	0.03177	0.00403	0.00050
201486398	0109000407	10.2654	295.766	20.2865	85.6079	32.7109	0.412064	5.17272	0.12905	0.01113	0.00085	0.00006
201486399	0109000408	6.0597	295.3663	20.0622	88.6458	10.6342	0.861429	0	0.32216	0.04761	0.00523	0.00055
201486400	0108020702	1.0386	336.806	17.3541	70.6667	19.4107	0	0	0.64483	0.24132	0.05279	0.00967
201486401	0108020603	126.343	332.961	19.4465	82.2745	8.97629	0.0434532	2.13205	0.51959	0.12629	0.01895	0.00257
201486402	0108020501	1.3599	298.2142	21.509	25.188	1.25745	1.52217	1.12508	0.15542	0.02751	0.00433	0.00067
201486404	0108020702	1.2609	331.284	16.9082	78.481	11.2063	0	0	0.76935	0.36053	0.08700	0.01585
201486405	0108020702	0.9234	336.922	17.7663	54.3478	5.65302	0	0	0.64394	0.25448	0.06052	0.01201
201486406	0108020501	24894.8	326.246		76.9898	4.30864	0.198666	6.26697				
201486408	0108020603	0.8514	311.747	18.5193	75.7812	0.105708	0	10.148	0.76009	0.29839	0.05400	0.00760
201486409	0108020502	1.5822	298.5459	20.0183	64.8148	0.853242	0.39818	10.0683	0.51687	0.40150	0.29609	0.20871
201486410	0108020502	4.3578	298.826	19.5072	85.5215	18.3189	0.103263	11.8753	0.29818	0.19302	0.11867	0.07046
201486412	0109000407	0.8613	294.1858	19.7877	95.0704	14.9425	0	6.37409	0.35225	0.03666	0.00266	0.00019
201486413	0109000407	12.2841	295.6744	20.33	86.1702	30.0608	0.373654	5.83926	0.12607	0.01084	0.00083	0.00006
201486414	0110000502	852.812	333.465		70.8302	7.7874	0.510148	7.84861				
201486415	0110000502	10.1448	311.6379	18.8276	70.8081	4.46238	0.266146	3.3978	0.89982	0.30039	0.02012	0.00098
201486416	0108020502	0.9675	312.744	18.7123	90.4255	2.60465	0	0	0.65509	0.50941	0.36210	0.23683
201486418	0109000402	12.0159	302.0409	20.7069	66.2798	20.1932	0.277133	3.73755	0.91887	0.72423	0.37848	0.12375
201486419	0109000203	1.3131	294.8283	18.7058	46.9072	2.7416	4.52365	3.01576	0.86984	0.60877	0.26592	0.07778
201486421	0109000203	3.7206	293.2148	19.1354	42.2773	11.8045	0.120948	3.28979	0.85020	0.57175	0.23902	0.06880
201486422	0110000503	4.2246	338.539	16.9218	92.6346	0.681721	0	2.19429	0.47309	0.29337	0.16106	0.08153
201486423	0108020603	0.9216	327.214	17.1601	90.9677	0.0976562	0	0	0.97399	0.82331	0.36706	0.06731
201486429	0108020603	21.6576	334.518	17.5828	79.7603	10.1895	0	2.92969	0.92673	0.62658	0.18209	0.02869
201486430	0108020502	1.5876	305.449	19.3984	78.2609	3.91156	0	3.40136	0.58231	0.44842	0.32161	0.21659
201486431	0109000408	5.4747	296.6783	19.7957	93.8967	22.7684	0	0.0164393	0.31287	0.04473	0.00479	0.00049
201486432	0109000202	0.9351	281.9293	18.8499	31.7241	23.9654	0	13.667	0.95426	0.80908	0.46260	0.14884
201486433	0110000502	55.8504	345.408	18.787	80.6415	1.85639	0	4.32996	0.94252	0.41861	0.03064	0.00139
201486434	0110000502	4.5648	316.6846	17.661	86.3563	2.01104	0	9.77918	0.98609	0.76165	0.12590	0.00645
201486435	0110000502	1.071	300.2279	19.4137	41.3462	12.3529	0	4.70588	0.73771	0.13432	0.00849	0.00047
201486436	0110000502	863.302	333.196		70.826	7.74751	0.507911	7.7939				
201486437	0110000503	1.8315	333.505	17.5492	84.7015	0.933661	0	3.34152	0.32023	0.18488	0.09845	0.04995
201486438	0108020702	4.2039	331.393	16.9016	86.3139	3.76793	0	3.63948	0.81798	0.42288	0.10671	0.01910
201486439	0108020702	123.574	337.192	20.1085	67.1251	15.0425	0	0.840471	0.43815	0.13271	0.02915	0.00586
201486440	0108020603	3.6171	333.873	17.145	75.0704	9.8532	0	6.19557	0.95163	0.72669	0.26436	0.04632
201486441	0108020603	15.0732	334.833	17.3568	82.0295	10.0251	0	3.87509	0.94314	0.68486	0.22165	0.03597
201486442	0108020603	111.974	333.632	18.9824	81.5952	9.69329	0.00482253	2.25051	0.67290	0.21756	0.03623	0.00506
201486444	0109000203	11.5965	301.534	17.9601	93.6644	32.2778	0	5.26193	0.81329	0.46329	0.14607	0.03279
201486445	0108020603	3.5838	309.2235	19.082	55.4531	1.75791	0	9.01557	0.64756	0.21320	0.03843	0.00586
201486446	0108020603	2.1096	302.3385	19.0649	65.7718	0.682594	1.27986	0	0.70504	0.25050	0.04465	0.00649
201486450	0109000203	1.7721	302.3422	17.6528	83.7696	20.0102	0	20.518	0.82234	0.48396	0.15969	0.03708
201486451	0109000203	9.1512	301.9832	17.8511	95.6794	34.9626	0	5.05507	0.82213	0.47517	0.15063	0.03357
201486452	0109000203	2.2221	291.5514	18.868	51.1811	26.61	0	1.98461	0.82383	0.51539	0.19474	0.05213
201486453	0110000502	9.2709	312.4131	18.8997	69.7368	4.25201	0.213572	3.60159	0.88556	0.27097	0.01754	0.00086
201486456	0109000204	2.259	306.5504	17.6118	98.1132	15.259	0.876494	1.35458	0.92864	0.58955	0.13686	0.01720
201486457	0108020603	57.6225	314.169	19.5909	64.6639	6.7911	0.360797	18.0836	0.27540	0.05124	0.00762	0.00109
201486462	0108020502	1.1898	298.9074	19.2019	91.7293	0.983359	0	8.32073	0.51219	0.36337	0.23680	0.14432
201486463	0108020502	4.3371	298.2613	19.6663	81.7949	22.017	0.186761	7.24217	0.33198	0.22192	0.14067	0.08588
201486465	0108020702	1.6362	331.26	17.2388	73.0337	12.7613	0	0	0.67287	0.26269	0.05814	0.01058
201486466	0108020603	118.089	333.461	19.0823	81.2597	9.56025	0.0464904	2.2483	0.64270	0.19606	0.03200	0.00446
201486467	0108020502	3.2166	298.9324	20.0022	65.6546	5.20425	0	13.0666	0.43791	0.32730	0.23305	0.15950
201486468	0108020603	2.6073	318.886	18.0138	86.5957	1.93303	0	8.90576	0.85830	0.43549	0.08945	0.01236
201486469	0109000408	1.2276	294.608	19.6543	99.0654	8.35777	0	0	0.46804	0.08017	0.00856	0.00085
201486470	0110000502	0.873	302.9755	18.0946	87.8947	3.09278	0	1.03093	0.97775	0.66029	0.07916	0.00379
201486471	0110000503	49.0005	330.78	18.535	78.3372	7.44054	0	3.66425	0.25856	0.14796	0.07958	0.04128
201486472	0110000503	25.5159	331.001	18.4594	69.8985	8.1267	0	3.16038	0.22312	0.12986	0.07198	0.03875
201486473	0108020702	1.287	330.857	16.8743	92.5234	22.0979	0	0	0.69696	0.26713	0.05461	0.00907
201486477	0110000501	5.9814	314.4917	18.2969	71.9745	10.3521	0	5.47698	0.88374	0.20518	0.00869	0.00030
201486478	0110000503	3.2481	336.249	17.1596	84.3939	6.844	0	1.13605	0.35842	0.21229	0.11505	0.05901
201486479	0110000503	53.5464	331.346	18.4961	79.7924	6.87441	0	3.5599	0.28144	0.16205	0.08717	0.04503
201486480	0108020603	56.1411	314.216	19.5814	64.4736	6.84044	0.370317	17.8025	0.28099	0.05266	0.00785	0.00112
201486481	0108020501	2.6901	296.0131	21.3021	32.8313	0.368016	0.066912	1.57243	0.20132	0.03581	0.00544	0.00081
201486483	0109000407	1.0269	291.9544	20.2902	75.2632	12.2699	0	8.6766	0.25673	0.02621	0.00209	0.00016
201486484	0109000407	1.8792	292.7069	21.7134	22.8381	9.14751	0	11.9732	0.11166	0.01287	0.00135	0.00014
201486485	0110000503	19.143	331.692	18.4522	64.4609	8.18994	0	2.13446	0.22372	0.13337	0.07594	0.04204
201486486	0108020501	1.8225	298.5382	21.6467	14.6409	1.92593	2.5679	1.53086	0.14227	0.02628	0.00437	0.00071
201486487	0109000203	34.6662	305.935	19.4502	62.1705	34.75	0.0519238	11.1013	0.29765	0.09224	0.02378	0.00581
201486488	0109000203	0.8883	304.7008	17.3721	97.1831	13.8804	0	14.2857	0.91622	0.67644	0.28553	0.07097
201486489	0110000503	23.5845	330.837	18.4236	68.5693	8.50983	0	3.05667	0.21989	0.12855	0.07167	0.03883
201486490	0108020702	8.2971	331.104	17.2188	80.7241	9.41534	0	0.748454	0.72625	0.30759	0.06923	0.01230
201486491	0108020603	1.1421	314.352	19.1641	60.7261	4.01891	0	1.41844	0.67235	0.22698	0.04032	0.00598
201486492	0108020603	8.316	315.332	19.3521	55.2367	2.71645	0	7.92208	0.55480	0.15487	0.02624	0.00395
201486493	0108020603	1.0899	311.959	18.6222	52.5547	1.15607	0	39.0586	0.41738	0.09890	0.01654	0.00257
201486494	0109000407	2.9088	292.4407	21.3739	38.6646	10.3342	0	10.7983	0.12361	0.01323	0.00127	0.00012
201486495	0109000407	71.5473	295.6444	21.6015	79.6995	16.0207	0.134596	9.3752	0.02558	0.00215	0.00018	0.00001
201486496	0109000407	2.4768	293.4268	20.1521	74.5399	18.1323	0.327035	19.7311	0.14158	0.01292	0.00104	0.00008
201486497	0109000202	36.9954	260.6749	19.9911	19.8751	10.7332	0.59602	0.459787	0.98114	0.91700	0.70120	0.33264
201486498	0110000201	3.8439	315.028	19.1118	87.5312	9.01428	0	1.91993	0.29733	0.24216	0.19439	0.15413
201486500	0109000202	39.132	276.6629	19.5307	32.6739	4.10304	0.269089	3.62466	0.97305	0.87675	0.58364	0.21644
201486501	0110000502	40.6629	323.7692	18.6662	78.0474	2.48998	0	16.1838	0.87779	0.24732	0.01481	0.00069
201486502	0110000502	5.6205	304.8642	18.8995	54.2902	11.273	0.144115	9.04724	0.83524	0.21002	0.01375	0.00073
201486503	0109000404	139.052	295.3218	23.0691	53.1546	10.7313	6.23358	2.91517	0.00284	0.00035	0.00004	0.00001
201486506	0110000503	2.583	328.718	17.7452	74.6875	8.04878	0	5.29617	0.20924	0.11831	0.06371	0.03335
201486507	0108020603	5.2641	330.676	17.5407	73.7288	6.83878	0.410327	2.56454	0.93476	0.66008	0.20837	0.03445
201486509	0108020702	128.223	336.986	20.1483	67.569	14.6206	0	0.935636	0.44839	0.13715	0.03015	0.00604
201486510	0108020603	1.8072	336.333	16.5565	95.4407	6.4741	0	0	0.98706	0.90303	0.53197	0.12184
201486512	0109000407	1.0971	292.4722	20.2805	52.2088	7.87531	0	44.8728	0.06372	0.00615	0.00056	0.00005
201486516	0109000408	2.2221	293.4627	20.7418	36.6133	4.49575	10.3686	11.6646	0.09792	0.01534	0.00223	0.00032
201486517	0108020603	2.466	317.23	19.1392	50.7795	2.44526	0	11.6058	0.58993	0.17854	0.03179	0.00494
201486518	0108020702	2.376	336.836	17.4767	70.7165	11.8561	0	0	0.67693	0.26838	0.06034	0.01112
201486521	0109000407	1.0512	291.7368	20.5768	71.4286	17.8082	0	1.45548	0.23456	0.02364	0.00191	0.00015
201486522	0109000407	0.8523	291.4034	20.3572	76.9953	25.66	0.739176	0	0.22406	0.02170	0.00170	0.00013
201486523	0109000407	74.7477	295.5057	21.7063	78.1557	15.8176	0.128833	9.50598	0.02242	0.00189	0.00016	0.00001
201486524	0110000503	2.9385	329.072	17.7618	75.8446	4.74732	0	6.00306	0.22971	0.13065	0.07041	0.03677
201486525	0110000503	56.9322	331.602	18.6775	80.1233	6.85605	0	3.42723	0.27389	0.15674	0.08391	0.04319
201486526	0108020501	6.0264	299.5427	20.8989	48.4493	4.85364	2.43429	2.19534	0.14459	0.02262	0.00316	0.00043
201486527	0108020501	2.6352	297.2681	21.0189	45.5696	7.9235	1.7418	0.580601	0.14462	0.02292	0.00324	0.00045
201486528	0108020502	67.6638	311.089	19.5038	85.1762	4.05017	0.0571945	4.97992	0.43767	0.29737	0.18708	0.11122
201486529	0108020502	4.3668	304.118	19.5188	80.74	7.13108	0	15.0453	0.35287	0.23926	0.15356	0.09473
201486530	0109000407	1.9125	291.5852	20.4977	74.8092	21.6941	0.329412	0.8	0.21817	0.02124	0.00169	0.00013
201486531	0108020502	8.9559	298.5683	19.8574	77.8347	14.0991	0.0904432	9.96885	0.35479	0.24377	0.15894	0.09973
201486532	0108020502	6.5133	298.7478	19.6295	83.4123	14.564	0.165815	10.391	0.34153	0.22790	0.14382	0.08726
201486533	0109000407	10.7757	292.9383	20.5238	74.7523	17.2805	0.876973	6.24739	0.16681	0.01559	0.00125	0.00010
201486534	0109000408	2.07	295.1516	19.5668	100	20.5652	0	0	0.38606	0.05856	0.00612	0.00061
201486536	0110000201	3.5298	316.445	18.9206	96.2482	4.23253	0	1.27486	0.32319	0.25588	0.19848	0.15134
201486539	0109000407	3.7638	291.0563	20.8357	64.7979	26.088	0.573888	0.406504	0.14805	0.01414	0.00118	0.00010
201486540	0108020702	10.0161	331.066	17.3421	83.4002	10.7826	0	0.620002	0.68790	0.26739	0.05699	0.00991
201486541	0108020702	8.8497	331.652	17.6907	67.1544	21.0312	0	1.86108	0.49679	0.15098	0.03104	0.00574
201486542	0108020603	1.0026	315.043	20.0136	28.5714	0.448833	0	2.1544	0.52664	0.15661	0.03006	0.00515
201486546	0109000402	8.2422	301.161	20.5075	72.026	20.7032	0	2.46779	0.93912	0.77526	0.43545	0.14710
201486547	0109000203	35.7435	305.9009	19.4224	63.5836	34.1659	0.0503588	11.3207	0.30103	0.09324	0.02396	0.00583
201486548	0109000203	1.0089	304.4688	17.6247	90.1515	8.29616	0	11.9536	0.92024	0.69330	0.30695	0.07985
201486549	0109000203	2.2302	303.0768	17.5623	100	46.6909	0	3.30912	0.83475	0.48848	0.15290	0.03300
201486550	0109000203	7.3755	301.897	17.7502	100	38.5235	0	1.34228	0.85229	0.52508	0.17484	0.03902
201486551	0109000203	0.9648	292.4257	19.8519	16.3399	6.06343	0	0	0.86448	0.62390	0.30138	0.10088
201486552	0109000202	9.2124	285.3486	19.6139	16.9675	1.92458	0.722939	2.84291	0.97481	0.89170	0.63654	0.27144
201486553	0108020603	11.448	335.138	17.2758	84.4245	10.0157	0	3.14465	0.95066	0.71356	0.24360	0.03997
201486554	0108020603	5.9805	315.798	19.5285	47.2727	2.13695	0	8.77351	0.51351	0.13900	0.02410	0.00376
201486555	0108020603	7.164	315.491	19.3507	54.0299	2.37437	0	8.96985	0.54790	0.15214	0.02588	0.00392
201486556	0109000402	3.7161	300.9979	20.1471	78.6517	12.1821	0	1.52579	0.96791	0.86592	0.58035	0.22845
201486557	0109000203	2.0259	299.7181	17.7211	93.4911	22.2568	0	1.24389	0.92633	0.70744	0.31737	0.08207
201486558	0108020702	18.8712	331.341	17.763	74.9618	15.6095	0	1.20183	0.56453	0.18437	0.03793	0.00683
201486559	0108020702	3.0717	331.832	17.1316	84.1122	5.53765	0	2.40258	0.75828	0.34054	0.07834	0.01380
201486561	0109000202	1.3842	267.9904	18.7642	41.9118	5.3316	0.195059	0	0.99492	0.97415	0.87888	0.58284
201486566	0108020702	10.647	336.029	18.3961	44.1149	20.9383	0	0.177515	0.36783	0.10451	0.02287	0.00467
201486568	0109000407	80.7003	295.2026	21.8806	75.1702	15.4237	0.127137	10.0137	0.01792	0.00153	0.00013	0.00001
201486569	0109000407	3.7881	293.0968	20.1469	69.542	14.8491	0.213828	28.7242	0.10707	0.00975	0.00081	0.00007
201486570	0109000202	1.9656	265.2165	19.0696	29.7619	0.595511	0.732601	0	0.99527	0.97704	0.89580	0.63467
201486571	0110000502	7.695	314.5361	18.7032	65.331	3.4152	0	3.85965	0.92732	0.38501	0.02981	0.00151
201486574	0108020603	3.483	317.905	18.2731	79.0146	1.62791	0	10.5943	0.80137	0.34767	0.06577	0.00921
201486575	0108020501	24898.8	326.24		76.9832	4.30798	0.198641	6.26614				
201486579	0109000409	13.2219	296.8249	19.9145	92.8571	16.5748	0.224627	12.7153	0.09630	0.00961	0.00088	0.00008
201486583	0109000203	4.5297	297.1882	17.8672	89.0688	21.6968	0.774886	0.854361	0.91206	0.67102	0.28630	0.07314
201486584	0108020603	2.1537	334.723	16.459	94.5619	0.919348	0	10.5307	0.98393	0.88322	0.48306	0.10350
201486585	0108020501	3.465	296.1589	21.7608	18.2927	9.11688	0.337662	7.27273	0.09487	0.01646	0.00267	0.00043
201486590	0109000409	4.2354	293.1296	20.0127	88.6271	19.1883	0	4.99363	0.12092	0.01245	0.00115	0.00011
201486591	0109000409	2.2104	294.1209	19.9668	88.0694	24.7964	0	5.21173	0.10831	0.01104	0.00102	0.00009
201486592	0108020603	0.9801	314.015	18.0848	96.8326	1.46924	0	5.50964	0.85858	0.42381	0.08183	0.01068
201486600	0108020603	47.7918	314.023	19.3238	66.5337	7.50631	0.435012	19.5341	0.32539	0.06399	0.00960	0.00137
201486602	0108020603	2.7603	336.286	16.7257	83.6207	10.238	0	0	0.98052	0.86679	0.45682	0.09804
201486603	0108020501	9.0126	298.753	20.9272	50	6.33114	2.13701	1.75754	0.13733	0.02116	0.00293	0.00040
201486604	0109000402	3.1869	303.8706	20.6689	56.8075	21.4629	0.564812	7.3708	0.89688	0.67889	0.33946	0.11105
201486605	0108020502	1.9944	298.9489	20.1173	56.8733	7.58123	0	16.1101	0.40463	0.30799	0.22569	0.16028
201486608	0108020603	2.7135	331.346	17.2072	79.4118	5.00829	0.298507	3.34992	0.95984	0.75933	0.29400	0.05210
201486612	0110000502	2.5461	319.601	18.6716	42.4	0.813008	0	5.62036	0.93994	0.46249	0.04517	0.00259
201486613	0108020702	1.8558	331.179	16.4214	100	1.74588	0	0	0.90378	0.58949	0.18002	0.03248
201486614	0108020603	1.0467	321.609	17.6947	77.439	0.257954	0	0	0.94628	0.70011	0.23633	0.03940
201486626	0110000503	4.4424	322.055	17.6398	83.0078	7.05024	0	7.86062	0.16629	0.08843	0.04506	0.02243
201486627	0110000503	0.8388	323.181	17.3274	88.587	0.643777	0	10.9442	0.22107	0.11841	0.05976	0.02920
201486628	0108020603	3.1635	332.695	17.1701	80.5369	2.9872	0	2.90185	0.96664	0.79152	0.33220	0.06120
201486629	0108020501	3.0825	297.4181	21.1798	34.0361	2.42336	1.89781	0	0.18082	0.03141	0.00474	0.00070
201486630	0108020603	52.0371	322.402	18.9744	78.3725	3.08376	0.0155658	7.81404	0.62516	0.17726	0.02708	0.00358
201486631	0108020501	0.9774	301.0721	20.302	62.069	4.69613	0.552486	6.53775	0.23004	0.03681	0.00486	0.00062
201486632	0108020501	4.1373	300.0348	20.391	62.2108	5.41658	2.41462	2.52338	0.19706	0.03044	0.00400	0.00051
201486635	0110000502	83.3202	334.31	19.3996	76.8022	2.0318	0.00324051	10.5381	0.77609	0.13203	0.00663	0.00029
201486636	0110000502	47.7414	320.9081	18.9323	75.917	3.71753	0.0169664	16.0559	0.80507	0.16068	0.00880	0.00041
201486637	0110000503	1.1133	331.731	18.052	52.439	12.0453	0	4.52708	0.19871	0.12346	0.07408	0.04347
201486640	0109000204	19.4661	306.6677	19.1171	51.4544	20.0934	0.134079	13.0473	0.41129	0.08727	0.01292	0.00179
201486641	0109000204	2.5551	306.9073	18.7233	47.0588	1.65551	0	18.3868	0.70108	0.24083	0.04114	0.00577
201486642	0110000503	1.3491	332.791	17.2658	82.2034	3.26885	0	0	0.33470	0.19696	0.10680	0.05508
201486645	0108020603	2.9889	325.803	17.3088	83.6585	0.0602228	0	0	0.96833	0.79739	0.33618	0.06119
201486651	0108020501	3.4641	295.7655	20.4285	70.4082	9.06729	0.363731	1.61081	0.19636	0.02898	0.00363	0.00045
201486652	0108020501	24902.5	326.236		76.9771	4.30866	0.198659	6.26623				
201486653	0110000502	1.7658	305.553	18.307	56.8452	5.8104	0	41.0296	0.69708	0.10979	0.00657	0.00035
201486654	0108020603	5.4522	333.967	17.3288	79.8306	8.81479	0	0.924397	0.95397	0.73157	0.26385	0.04502
201486655	0108020603	2.1879	319.34	18.1873	73.8397	0.781571	0	7.4455	0.85299	0.43965	0.09593	0.01414
201486657	0108020603	47.5038	322.743	18.8876	78.5493	3.28142	0.0170513	7.86632	0.65099	0.19467	0.03037	0.00404
201486658	0108020603	1.3203	311.744	17.9815	90.8451	1.97682	0	15.0648	0.81409	0.35498	0.06470	0.00862
201486660	0109000407	1.728	290.4806	21.0952	52.8875	30.3125	0.885417	0	0.11702	0.01149	0.00102	0.00009
201486661	0108020702	2.4642	336.634	17.1425	78.1481	3.50621	0	0	0.81343	0.42426	0.11074	0.02061
201486662	0108020501	2.2293	297.6869	20.7631	45.1754	5.3694	4.07751	0.968914	0.15708	0.02540	0.00363	0.00051
201486667	0109000407	4.185	291.0365	21.3404	39.3247	8.77419	0.150538	10.7957	0.13446	0.01449	0.00139	0.00013
201486673	0109000204	22.1319	306.6965	19.1568	50.4145	18.0351	0.117929	13.7733	0.40619	0.08582	0.01272	0.00177
201486674	0109000204	1.3491	306.6741	18.7723	43.7908	7.00467	0	20.8139	0.62260	0.18492	0.03025	0.00427
201486675	0110000502	867.1	333.053		70.6554	7.72884	0.518245	7.77751				
201486682	0109000407	0.7695	291.1056	21.1222	34.4444	10.2924	0	27.0175	0.07793	0.00826	0.00082	0.00008
201486683	0110000502	65.7693	340.862	18.7673	80.7769	1.72558	0	5.84863	0.94340	0.42074	0.03068	0.00138
201486684	0108020502	4.6674	307.967	18.8969	75.9152	4.64713	1.42692	9.40995	0.47592	0.34961	0.24140	0.15851
201486686	0109000407	15.3846	292.3507	20.7671	70.4713	18.8721	1.2051	4.47525	0.13071	0.01211	0.00100	0.00008
201486687	0108020603	1.0332	334.22	16.7379	91.404	0.783972	0	0	0.98593	0.89712	0.52037	0.11894
201486688	0108020603	3.1374	334.217	16.8164	95.4606	2.00803	0	0.545037	0.98314	0.87662	0.46407	0.09544
201486689	0108020501	2.0169	298.0521	22.0902	0	0.356983	1.5618	1.33869	0.15055	0.03007	0.00540	0.00095
201486691	0108020702	22.4289	331.33	17.6813	77.7205	14.0283	0	1.01521	0.62008	0.21940	0.04617	0.00827
201486692	0108020702	1.575	331.15	16.6782	92.1986	6.74286	0	0.514286	0.84243	0.45880	0.11849	0.02087
201486693	0108020502	2.3679	313.406	18.8664	78.1513	4.90308	0	10.1482	0.49598	0.36522	0.25171	0.16435
201486700	0109000407	3.267	290.0808	20.3206	22.5166	2.92011	29.2837	0	0.04340	0.00500	0.00056	0.00006
201486701	0109000409	1.827	291.9348	19.9669	87.4157	8.91626	0	5.27094	0.17768	0.01945	0.00182	0.00017
201486702	0110000502	1.4643	306.0597	18.0321	78.8	0.737554	0	0	0.98499	0.75155	0.12241	0.00639
201486703	0108020702	133.196	336.804	20.0693	67.7837	14.3125	0	0.978405	0.49868	0.16282	0.03664	0.00738
201486704	0108020501	1.3005	301.5463	20.0236	64.5161	2.83737	6.85121	0.346021	0.20727	0.03232	0.00425	0.00054
201486706	0110000502	72.6336	338.286	19.1914	78.8675	1.90697	0	6.68121	0.86756	0.22245	0.01234	0.00055
201486707	0110000502	0.9585	309.1518	17.5791	93.75	0.0938967	0	26.385	0.96339	0.53923	0.04947	0.00231
201486708	0108020702	0.8541	332.392	16.8502	94.1176	3.58272	0	0	0.83396	0.44089	0.11016	0.01907
201486711	0108020603	2.1978	330.057	17.1255	82.1168	2.8665	0.20475	2.00655	0.96938	0.80476	0.34921	0.06529
201486714	0109000204	23.5431	306.6954	19.1864	49.8709	17.3554	0.110861	14.1404	0.39653	0.08288	0.01228	0.00171
201486725	0108020603	1.5075	335.456	16.6946	91.6364	11.3433	0	0	0.98085	0.86435	0.44213	0.08973
201486726	0108020603	4.9347	315.969	19.231	49.6575	2.37096	0	10.0675	0.58625	0.17680	0.03153	0.00491
201486727	0108020603	45.9909	314.1	19.3372	65.1642	7.71218	0.452046	19.6806	0.32118	0.06330	0.00956	0.00138
201486730	0110000502	2.052	318.344	17.8179	90.4762	0.964912	0	0.570175	0.98944	0.80365	0.15163	0.00775
201486731	0108020702	24.057	331.32	17.857	78.3918	13.7	0	0.980172	0.57406	0.18783	0.03817	0.00676
201486732	0108020702	1.3185	331.586	17.245	81.1448	16.041	0	2.5256	0.63708	0.22682	0.04674	0.00813
201486735	0109000408	5.2686	292.9827	20.9161	55.1095	19.1151	1.46908	2.88691	0.15463	0.02274	0.00295	0.00038
201486736	0109000408	0.8487	291.9641	21.2664	43.0894	13.7858	1.59067	0	0.18441	0.02957	0.00409	0.00055
201486737	0109000202	4.635	278.1225	18.5009	50.1597	8.8932	0	6.97087	0.98781	0.93827	0.74040	0.34859
201486738	0108020603	0.9927	333.872	17.8392	54.2289	17.2257	0	0	0.88941	0.54419	0.15055	0.02564
201486741	0109000407	2.061	290.7328	21.1391	47.3233	5.8952	0.305677	4.67249	0.21711	0.02440	0.00225	0.00020
201486742	0109000202	1.7127	277.373	18.3124	59.5238	0.105097	0	0	0.99552	0.97556	0.87749	0.56245
201486743	0110000503	7.8435	321.441	18.0205	78.0208	9.44349	0	7.69937	0.13528	0.07241	0.03749	0.01907
201486744	0108020603	8.6112	335.335	16.9868	86.7934	10.7964	0	0.480769	0.97069	0.80874	0.35063	0.06449
201486745	0108020603	42.9399	314.078	19.3399	65.1587	7.89126	0.438054	19.5573	0.32063	0.06319	0.00955	0.00138
201486748	0110000503	23.3505	330.583	17.9373	86.1996	6.62941	0	3.97764	0.25522	0.14074	0.07260	0.03606
201486749	0110000503	15.8265	332.792	17.9145	84.2385	7.205	0	2.74097	0.26285	0.14685	0.07671	0.03856
201486752	0109000402	8.0451	305.3558	20.2832	80.5556	29.1196	0.503412	0.760711	0.90768	0.67830	0.31134	0.08838
201486753	0110000503	6.4764	331.711	17.6037	79.3716	4.44692	0	2.26515	0.28565	0.16509	0.08907	0.04612
201486754	0108020603	1.089	311.889	18.0708	85.1485	8.18182	0	21.4876	0.69473	0.22816	0.03698	0.00496
201486755	0109000408	11.4867	291.242	20.0735	91.3325	9.57455	0.0626812	0.736504	0.33133	0.04880	0.00528	0.00055
201486756	0109000408	1.5921	292.2677	19.6521	95.6284	4.52233	0	2.76993	0.48511	0.08698	0.00954	0.00097
201486757	0109000402	3.5379	300.8582	20.2382	78.8079	30.2468	0	0.839481	0.93915	0.76824	0.41588	0.13263
201486759	0110000503	11.0763	320.076	18.46	76.2252	9.78305	0	6.44349	0.11026	0.05872	0.03045	0.01556
